"","sentiment","n","percent"
"1","anger",3919,5.88
"2","anticipation",13439,20.15
"3","disgust",3214,4.82
"4","fear",5639,8.45
"5","joy",13933,20.89
"6","sadness",5966,8.94
"7","surprise",6932,10.39
"8","trust",13657,20.48
