"","sentiment","n","percent"
"1","anger",95,8.85
"2","anticipation",196,18.27
"3","disgust",49,4.57
"4","fear",145,13.51
"5","joy",145,13.51
"6","sadness",118,11
"7","surprise",84,7.83
"8","trust",241,22.46
