"","created_at","mean_senti"
"1",2010-01-23,1.05
"2",2012-03-13,0.8
"3",2013-04-24,0.5
"4",2013-05-07,0.75
"5",2013-05-12,0.65
"6",2013-10-03,1
"7",2014-03-21,0.85
"8",2014-03-25,0.6
"9",2014-10-11,0.5
"10",2015-06-26,0.5
"11",2016-04-27,1
"12",2016-07-07,1.35
"13",2016-12-27,0.75
"14",2017-05-07,1.75
"15",2017-05-24,1.5
"16",2017-06-17,2.65
"17",2017-07-04,1.25
"18",2017-12-09,1.35
"19",2017-12-15,0
"20",2018-01-30,1.25
"21",2018-03-05,1.2
"22",2018-04-08,1.6
"23",2018-05-26,2.9
"24",2018-08-06,0
"25",2018-09-06,0.35
"26",2018-09-08,1.55
"27",2018-12-09,2.6
"28",2019-05-23,0.75
"29",2019-05-24,2.55
"30",2019-05-31,0.55
"31",2019-10-02,1.65
"32",2020-01-23,0.2
"33",2020-04-19,1.9
"34",2020-06-11,-0.75
"35",2020-06-14,0.4
"36",2020-08-08,0.35
"37",2020-08-15,0
"38",2020-08-20,0.75
"39",2020-10-23,0
"40",2020-12-10,1.5
"41",2021-01-05,2.25
