"","sentiment","n","percent"
"1","anger",21,4.96
"2","anticipation",56,13.24
"3","disgust",23,5.44
"4","fear",66,15.6
"5","joy",48,11.35
"6","sadness",98,23.17
"7","surprise",32,7.57
"8","trust",79,18.68
