"","sentiment","n","percent"
"1","anger",3527,7.61
"2","anticipation",8795,18.97
"3","disgust",2530,5.46
"4","fear",6365,13.73
"5","joy",6494,14.01
"6","sadness",4924,10.62
"7","surprise",3695,7.97
"8","trust",10033,21.64
