"","sentiment","n","percent"
"1","anger",24,5.15
"2","anticipation",91,19.53
"3","disgust",22,4.72
"4","fear",51,10.94
"5","joy",93,19.96
"6","sadness",38,8.15
"7","surprise",46,9.87
"8","trust",101,21.67
