"","sentiment","n","percent"
"1","anger",10,8.93
"2","anticipation",18,16.07
"3","disgust",7,6.25
"4","fear",10,8.93
"5","joy",18,16.07
"6","sadness",11,9.82
"7","surprise",12,10.71
"8","trust",26,23.21
