"","mean_senti","Date"
"1",0.5,2008-10-01
"2",0.35,2009-04-01
"3",1.55,2010-01-01
"4",0.5,2010-04-01
"5",1,2010-09-01
"6",-0.65,2010-10-01
"7",-0.15,2011-09-01
"8",-0.2,2012-04-01
"9",0.8,2012-08-01
"10",0.5625,2012-09-01
"11",-0.15,2013-01-01
"12",-0.15,2013-02-01
"13",0.35,2013-05-01
"14",0,2013-06-01
"15",1.75,2013-12-01
"16",-0.375,2014-02-01
"17",-0.75,2014-03-01
"18",0.75,2014-05-01
"19",0.95,2014-11-01
"20",0,2015-11-01
"21",1.3,2016-04-01
"22",0.75,2016-10-01
"23",0.5,2017-01-01
"24",-0.25,2017-05-01
"25",1.95,2018-01-01
"26",-0.5,2018-04-01
"27",-0.05,2018-09-01
"28",-0.15,2019-02-01
"29",0.5,2019-05-01
"30",1.7,2019-08-01
"31",0.125,2020-04-01
"32",0,2020-08-01
"33",1.25,2020-10-01
"34",1.8,2020-11-01
"35",1.25,2021-04-01
