"","sentiment","n","percent"
"1","anger",14,6.06
"2","anticipation",43,18.61
"3","disgust",7,3.03
"4","fear",31,13.42
"5","joy",51,22.08
"6","sadness",17,7.36
"7","surprise",25,10.82
"8","trust",43,18.61
