"","sentiment","n","percent"
"1","anger",2772,2.55
"2","anticipation",11989,11.02
"3","disgust",1886,1.73
"4","fear",8306,7.63
"5","joy",38775,35.63
"6","sadness",6243,5.74
"7","surprise",26973,24.79
"8","trust",11872,10.91
