"","sentiment","n","percent"
"1","anger",52,5.93
"2","anticipation",176,20.07
"3","disgust",35,3.99
"4","fear",70,7.98
"5","joy",200,22.81
"6","sadness",67,7.64
"7","surprise",95,10.83
"8","trust",182,20.75
