"","sentiment","n","percent"
"1","anger",2,4.08
"2","anticipation",10,20.41
"3","disgust",2,4.08
"4","fear",12,24.49
"5","joy",6,12.24
"6","sadness",5,10.2
"7","surprise",4,8.16
"8","trust",8,16.33
