"","sentiment","n","percent"
"1","anger",778,5.54
"2","anticipation",2966,21.1
"3","disgust",506,3.6
"4","fear",1014,7.21
"5","joy",3181,22.63
"6","sadness",1091,7.76
"7","surprise",1629,11.59
"8","trust",2890,20.56
