"","sentiment","n","percent"
"1","anger",39,10.18
"2","anticipation",70,18.28
"3","disgust",20,5.22
"4","fear",57,14.88
"5","joy",52,13.58
"6","sadness",43,11.23
"7","surprise",44,11.49
"8","trust",58,15.14
