"","sentiment","n","percent"
"1","anger",5,1.26
"2","anticipation",142,35.77
"3","disgust",5,1.26
"4","fear",11,2.77
"5","joy",74,18.64
"6","sadness",13,3.27
"7","surprise",56,14.11
"8","trust",91,22.92
