"","sentiment","n","percent"
"1","anger",105724,15.61
"2","anticipation",88031,13
"3","disgust",69785,10.31
"4","fear",86864,12.83
"5","joy",90001,13.29
"6","sadness",83269,12.3
"7","surprise",55672,8.22
"8","trust",97736,14.43
