"","sentiment","n","percent"
"1","anger",361,5.3
"2","anticipation",1041,15.29
"3","disgust",327,4.8
"4","fear",1896,27.85
"5","joy",933,13.71
"6","sadness",395,5.8
"7","surprise",507,7.45
"8","trust",1347,19.79
