"","sentiment","n","percent"
"1","anger",698,5.6
"2","anticipation",1515,12.14
"3","disgust",263,2.11
"4","fear",4385,35.15
"5","joy",1461,11.71
"6","sadness",1643,13.17
"7","surprise",782,6.27
"8","trust",1728,13.85
