"","sentiment","n","percent"
"1","anger",331,5.49
"2","anticipation",939,15.57
"3","disgust",353,5.85
"4","fear",1356,22.48
"5","joy",815,13.51
"6","sadness",527,8.74
"7","surprise",408,6.77
"8","trust",1302,21.59
