"","sentiment","n","percent"
"1","anger",398,6.84
"2","anticipation",1452,24.95
"3","disgust",216,3.71
"4","fear",465,7.99
"5","joy",1042,17.91
"6","sadness",478,8.21
"7","surprise",561,9.64
"8","trust",1207,20.74
