"","created_at","mean_senti"
"1",2007-02-28,0
"2",2007-04-16,0.25
"3",2007-08-12,0
"4",2007-08-27,0
"5",2007-10-07,0
"6",2008-02-08,0.75
"7",2008-02-10,-0.125
"8",2008-02-18,-0.6
"9",2008-02-22,-0.175
"10",2008-02-23,-0.75
"11",2008-02-25,1
"12",2008-03-09,0.625
"13",2008-04-05,0.1
"14",2008-04-20,-0.6
"15",2008-04-23,4
"16",2008-04-27,0.25
"17",2008-04-28,0.75
"18",2008-05-04,-0.45
"19",2008-05-26,0
"20",2008-05-27,-0.25
"21",2008-06-07,0.75
"22",2008-06-16,0
"23",2008-07-28,-0.5
"24",2008-07-31,1.3
"25",2008-08-06,0.75
"26",2008-08-26,-0.25
"27",2008-09-14,0
"28",2008-09-19,0
"29",2008-09-20,0
"30",2008-09-23,-0.75
"31",2008-09-26,-0.075
"32",2008-10-04,-0.25
"33",2008-10-12,1.425
"34",2008-10-13,0
"35",2008-10-16,0.5
"36",2008-10-17,-0.25
"37",2008-10-23,0
"38",2008-10-27,1.8
"39",2008-10-29,2.9
"40",2008-10-31,0.25
"41",2008-11-02,-0.5
"42",2008-11-05,-0.5
"43",2008-11-15,0.8
"44",2008-11-23,-0.5
"45",2008-11-25,0.8
"46",2008-11-26,0
"47",2008-11-27,0.25
"48",2008-12-03,-1
"49",2008-12-06,2.95
"50",2008-12-10,-0.35
"51",2008-12-14,-0.75
"52",2008-12-15,0.35
"53",2008-12-18,-0.25
"54",2008-12-20,0
"55",2008-12-23,0.25
"56",2008-12-27,1
"57",2008-12-28,1.15
"58",2008-12-29,0.5
"59",2008-12-30,0.5
"60",2009-01-02,1.05
"61",2009-01-03,2.4
"62",2009-01-08,-0.25
"63",2009-01-10,-0.5
"64",2009-01-19,2.05
"65",2009-01-22,1.25
"66",2009-01-27,1.5
"67",2009-01-28,0.65
"68",2009-01-29,-0.5
"69",2009-01-30,1.7
"70",2009-02-05,3.75
"71",2009-02-07,0.25
"72",2009-02-08,0
"73",2009-02-11,-0.28
"74",2009-02-12,0.5
"75",2009-02-14,0.8
"76",2009-02-18,0.4
"77",2009-02-22,-0.4125
"78",2009-02-23,1.3
"79",2009-02-27,-0.25
"80",2009-03-01,0.466666666666667
"81",2009-03-02,0.55
"82",2009-03-03,0.425
"83",2009-03-04,1.975
"84",2009-03-06,0.25
"85",2009-03-09,0.75
"86",2009-03-10,0.125
"87",2009-03-12,0.9
"88",2009-03-14,-0.375
"89",2009-03-15,0.45
"90",2009-03-16,-0.75
"91",2009-03-17,1.15
"92",2009-03-18,0.825
"93",2009-03-19,0.75
"94",2009-03-20,0.65
"95",2009-03-22,-0.05
"96",2009-03-23,-0.233333333333333
"97",2009-03-24,0.916666666666667
"98",2009-03-25,1.16666666666667
"99",2009-03-26,1.25
"100",2009-03-27,-0.25
"101",2009-03-28,-1.1
"102",2009-03-29,0.533333333333333
"103",2009-03-30,2.1
"104",2009-03-31,0
"105",2009-04-01,0.683333333333333
"106",2009-04-02,-0.75
"107",2009-04-03,0.6
"108",2009-04-04,0.5
"109",2009-04-05,0.79
"110",2009-04-06,0
"111",2009-04-07,-1.5
"112",2009-04-09,0.216666666666667
"113",2009-04-11,-0.025
"114",2009-04-13,0.72
"115",2009-04-14,0.5
"116",2009-04-15,1.05
"117",2009-04-16,1.55
"118",2009-04-17,0.516666666666667
"119",2009-04-18,1.01666666666667
"120",2009-04-19,0.55
"121",2009-04-20,0
"122",2009-04-21,1.4
"123",2009-04-24,0.5625
"124",2009-04-25,0.1875
"125",2009-04-27,-0.25
"126",2009-04-29,-0.166666666666667
"127",2009-04-30,1.0375
"128",2009-05-01,0.15
"129",2009-05-02,1.75
"130",2009-05-03,0.666666666666667
"131",2009-05-04,0.85
"132",2009-05-05,0.283333333333333
"133",2009-05-07,1.9
"134",2009-05-08,0.275
"135",2009-05-09,0.5
"136",2009-05-10,0.466666666666667
"137",2009-05-11,0.2125
"138",2009-05-12,-0.0833333333333333
"139",2009-05-14,0
"140",2009-05-16,-0.85
"141",2009-05-18,0
"142",2009-05-19,0.125
"143",2009-05-20,0
"144",2009-05-21,0.31875
"145",2009-05-22,0.15
