"","sentiment","n","percent"
"1","anger",61,11.49
"2","anticipation",109,20.53
"3","disgust",18,3.39
"4","fear",75,14.12
"5","joy",71,13.37
"6","sadness",40,7.53
"7","surprise",34,6.4
"8","trust",123,23.16
