"","sentiment","n","percent"
"1","anger",20,10.05
"2","anticipation",28,14.07
"3","disgust",22,11.06
"4","fear",27,13.57
"5","joy",23,11.56
"6","sadness",22,11.06
"7","surprise",9,4.52
"8","trust",48,24.12
