"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB106039023740","Water Industry","Probable","Waste water treatment","Sewage discharge (continuous)","Probable"
"2","GB106039023740","Agriculture and rural land management","Probable","Agriculture - Arable","Poor nutrient management","Probable"
"3","GB106039023740","Water Industry","Probable","Other (not in list)","Sewage discharge (continuous)","Probable"
"4","GB106039023740","Agriculture and rural land management","Probable","","Land drainage - operational management","Probable"
"5","GB106039023740","Agriculture and rural land management","Probable","","Land drainage - operational management","Probable"
"6","GB106039023740","Agriculture and rural land management","Probable","","Land drainage - operational management","Probable"
"7","GB106039023740","Water Industry","Suspected","Not applicable","Sewage discharge (continuous)","Suspected"
"8","GB106039023740","Agriculture and rural land management","Suspected","Agriculture - Arable","Poor nutrient management","Suspected"
