"","sentiment","n","percent"
"1","anger",81,5.97
"2","anticipation",199,14.66
"3","disgust",60,4.42
"4","fear",215,15.84
"5","joy",219,16.14
"6","sadness",95,7
"7","surprise",152,11.2
"8","trust",336,24.76
