"","mean_senti","Date"
"1",-1.25,2009-10-01
"2",0,2012-04-01
"3",-0.35,2012-05-01
"4",0,2012-06-01
"5",0.225,2013-02-01
"6",0.6,2013-03-01
"7",0.5,2013-07-01
"8",1,2013-08-01
"9",-0.4,2014-01-01
"10",0.5,2014-06-01
"11",-1,2014-11-01
"12",0.475,2015-01-01
"13",-0.9,2015-07-01
"14",0,2015-12-01
"15",-1,2016-06-01
"16",0.675,2016-10-01
"17",-1.4,2017-09-01
"18",0.63,2018-01-01
"19",0.125,2018-02-01
"20",0.6,2019-01-01
"21",0.55,2019-04-01
"22",1.025,2019-06-01
"23",0,2020-03-01
"24",-0.5,2020-04-01
"25",1.475,2020-11-01
"26",-0.0375,2020-12-01
"27",0.05,2021-08-01
