"","sentiment","n","percent"
"1","anger",8,7.14
"2","anticipation",19,16.96
"3","disgust",7,6.25
"4","fear",11,9.82
"5","joy",17,15.18
"6","sadness",15,13.39
"7","surprise",13,11.61
"8","trust",22,19.64
