"","X","text","n"
"1",1,"the west end",117
"2",2,"the end zone",48
"3",3,"nj dot  stmc delays",33
"4",4,"exfiancé david mcintosh",24
"5",5,"flood alert river enborne and foudry brook",23
"6",6,"14 west brook",12
"7",7,"health care center 5 brook end",12
"8",8,"pal preeya kalidas",11
"9",9,"1q west brook",10
"10",10,"60 chilson road",10
"11",11,"a cul de sac street",10
"12",12,"west brook",10
"13",13,"beaumont west brook",9
"14",14,"contemporary 1 and 2 bedroom apartments",9
"15",15,"hyde park london",9
"16",16,">  5 bedrooms",8
"17",17,"107 st e",8
"18",18,"a rare find",8
"19",19,"a short walking distance",8
"20",20,"the following stations",8
"21",21,"the foudry brook",8
"22",22,"u+2714> parklike surroundings",8
"23",23,"west end show",8
"24",24,"13 west brook",7
"25",25,"31 west brook",7
