"","sentiment","n","percent"
"1","anger",151,10.75
"2","anticipation",235,16.73
"3","disgust",67,4.77
"4","fear",182,12.95
"5","joy",187,13.31
"6","sadness",156,11.1
"7","surprise",129,9.18
"8","trust",298,21.21
