"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB106038033281","Water Industry","Confirmed","Waste water treatment","Sewage discharge (continuous)","Confirmed"
"2","GB106038033281","Water Industry","Confirmed","Waste water treatment","Sewage discharge (intermittent)","Confirmed"
"3","GB106038033281","Urban and transport","Confirmed","Urban","Urbanisation - urban development","Confirmed"
"4","GB106038033281","Navigation","Confirmed","Inland Waterways","Inland boating and structures","Confirmed"
