"","sentiment","n","percent"
"1","anger",280,6.38
"2","anticipation",843,19.22
"3","disgust",223,5.08
"4","fear",516,11.76
"5","joy",766,17.46
"6","sadness",435,9.92
"7","surprise",406,9.26
"8","trust",917,20.91
