"","sentiment","n","percent"
"1","anger",32,9.33
"2","anticipation",72,20.99
"3","disgust",12,3.5
"4","fear",48,13.99
"5","joy",68,19.83
"6","sadness",28,8.16
"7","surprise",31,9.04
"8","trust",52,15.16
