"","sentiment","n","percent"
"1","anger",46,11.19
"2","anticipation",52,12.65
"3","disgust",44,10.71
"4","fear",84,20.44
"5","joy",40,9.73
"6","sadness",41,9.98
"7","surprise",32,7.79
"8","trust",72,17.52
