"","created_at","mean_senti"
"1",2009-08-08,0.8
"2",2009-11-30,0.25
"3",2011-05-13,-0.6
"4",2012-08-04,-0.25
"5",2012-09-11,0.75
"6",2012-12-20,-0.25
"7",2013-04-23,0
"8",2013-05-14,-0.4
"9",2013-07-10,-0.5
"10",2013-08-03,0
"11",2013-11-18,0
"12",2014-01-31,-1
"13",2014-09-19,1.6
"14",2014-12-08,0.5
"15",2015-01-18,1.85
"16",2015-07-19,0
"17",2015-08-28,-0.35
"18",2015-11-05,-0.375
"19",2015-12-31,0
"20",2016-01-07,0
"21",2016-03-09,-0.5
"22",2016-03-10,-0.25
"23",2016-03-11,-0.366666666666667
"24",2016-03-12,-0.6
"25",2016-03-13,0
"26",2016-03-31,-0.5
"27",2016-04-16,-1.05
"28",2016-05-14,0
"29",2016-05-26,0.65
"30",2016-07-19,2.4
"31",2016-09-13,0.25
"32",2016-10-04,0
"33",2017-01-12,-0.25
"34",2017-01-13,-0.25
"35",2017-02-06,0
"36",2017-04-04,0.05
"37",2017-08-04,0
"38",2017-11-12,1.35
"39",2017-12-08,-0.25
"40",2018-01-24,2.9
"41",2018-03-09,-1.25
"42",2018-03-16,-0.7
"43",2018-06-11,1.4
"44",2018-09-02,0
"45",2018-10-18,-0.25
"46",2018-10-31,0.35
"47",2018-12-09,0.65
"48",2019-01-17,1.55
"49",2019-02-27,1.4
"50",2019-03-06,-3.25
"51",2019-03-08,2.2
"52",2019-04-08,-2.2
"53",2019-04-13,1.65
"54",2019-06-11,-0.45
"55",2019-06-18,-0.9
"56",2019-06-19,0
"57",2019-06-27,-1
"58",2019-06-29,-4.25
"59",2019-07-18,1.55
"60",2019-07-26,0.5
"61",2019-08-05,0
"62",2019-08-21,-0.2
"63",2019-08-23,0.8
"64",2019-09-04,-0.25
"65",2019-10-08,1.5
"66",2019-10-16,2.35
"67",2019-10-25,-0.25
"68",2019-10-26,-0.125
"69",2019-11-09,-0.25
"70",2019-11-10,-0.25
"71",2019-11-11,-0.25
"72",2019-11-12,0
"73",2019-11-13,-0.25
"74",2019-11-14,-0.25
"75",2019-11-15,-0.25
"76",2019-11-16,-0.125
"77",2019-11-20,0.5
"78",2019-12-06,-0.4
"79",2019-12-09,-0.75
"80",2019-12-12,-0.6
"81",2019-12-17,0.15
"82",2020-01-14,-0.25
"83",2020-01-15,-0.25
"84",2020-01-16,0
"85",2020-01-24,0.25
"86",2020-02-09,-0.25
"87",2020-02-10,0
"88",2020-02-15,-0.25
"89",2020-02-16,-0.25
"90",2020-02-17,-0.25
"91",2020-02-18,0
"92",2020-02-23,-0.8
"93",2020-02-28,-0.25
"94",2020-02-29,-0.25
"95",2020-03-01,0
"96",2020-03-24,-0.7
"97",2020-03-30,-2.05
"98",2020-05-11,-0.1
"99",2020-06-24,3.6
"100",2020-07-02,-0.1
"101",2020-07-03,2.1
"102",2020-07-19,0.75
"103",2020-07-21,1.25
"104",2020-07-25,-0.5
"105",2020-08-22,-1.6
"106",2020-09-01,-0.625
"107",2020-09-07,-0.5
"108",2020-09-14,-0.6
"109",2020-10-04,-0.166666666666667
"110",2020-10-05,0
"111",2020-10-08,3.8
"112",2020-10-28,0.25
"113",2020-11-14,-1.5
"114",2020-11-28,-0.25
"115",2020-12-24,-0.25
"116",2020-12-25,0
"117",2020-12-28,-1.25
"118",2021-01-23,0
"119",2021-01-28,-0.25
"120",2021-01-29,-0.25
"121",2021-01-30,-0.25
"122",2021-01-31,0
"123",2021-02-04,0
"124",2021-03-04,-0.4
"125",2021-03-08,-0.5
"126",2021-03-09,-0.3
"127",2021-03-10,0
"128",2021-03-14,0
"129",2021-03-18,0.4
"130",2021-03-21,0
"131",2021-04-17,-0.75
"132",2021-05-01,0.6
"133",2021-05-19,1.7
"134",2021-05-29,-0.6
"135",2021-06-12,1
"136",2021-06-13,0
"137",2021-07-05,-0.4
"138",2021-07-06,-0.5
"139",2021-07-11,0.75
"140",2021-07-14,0.125
"141",2021-07-21,-1.25
"142",2021-08-03,-0.525
"143",2021-08-06,4.85
"144",2021-08-14,1.1
"145",2021-08-19,0
