"","sentiment","n","percent"
"1","anger",762,4.65
"2","anticipation",3919,23.92
"3","disgust",447,2.73
"4","fear",1265,7.72
"5","joy",3721,22.71
"6","sadness",1067,6.51
"7","surprise",2050,12.51
"8","trust",3155,19.25
