"","X","text","n"
"1",1,"bur brook rd",7
"2",2,"bur brook road",5
"3",3,"sydenham rd kingston",3
"4",4,"sydenham hill woods",2
"5",5,"sydenham kelly brook",2
"6",6,"sydenham road nb",2
"7",7,"that sydenham road",2
"8",8,"<u+0001f40c>  15 hour trip sydenham",1
"9",9,"<u+0001f4a2> incident alert <u+0001f4a2",1
"10",10,"<u+0001f692><u+0001f693><u+0001f691>mvc bur brook rd",1
"11",11,"11 york place",1
"12",12,"15 hour trip sydenham",1
"13",13,"1650 sydenham rd cross street bur brook",1
"14",14,"2 roundwood park fulham palace 2 broadway market peckham",1
"15",15,"2016 combe sydenham",1
"16",16,"2246 sydenham",1
"17",17,"2nd water shuttle",1
"18",18,"a 56 certainty",1
"19",19,"a downed tree",1
"20",20,"a photographic artist brooke",1
"21",21,"a the sydenham house bordering branch brook park",1
"22",22,"a twovehicle collision",1
"23",23,"a working fire",1
"24",24,"an old house",1
"25",25,"angelos coal fired pizza",1
