"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB806100002","Recreation","Confirmed","Recreation","Other (not in list, must add details in comments)","Confirmed"
"2","GB806100002","Water Industry","Confirmed","Not applicable","Other (not in list, must add details in comments)","Confirmed"
