"","sentiment","n","percent"
"1","anger",27,6.55
"2","anticipation",72,17.48
"3","disgust",25,6.07
"4","fear",36,8.74
"5","joy",66,16.02
"6","sadness",59,14.32
"7","surprise",38,9.22
"8","trust",89,21.6
