"","sentiment","n","percent"
"1","anger",21,9.29
"2","anticipation",62,27.43
"3","disgust",12,5.31
"4","fear",19,8.41
"5","joy",36,15.93
"6","sadness",28,12.39
"7","surprise",16,7.08
"8","trust",32,14.16
