"","sentiment","n","percent"
"1","anger",776,4.92
"2","anticipation",4178,26.5
"3","disgust",460,2.92
"4","fear",945,5.99
"5","joy",2858,18.13
"6","sadness",1005,6.37
"7","surprise",2099,13.31
"8","trust",3446,21.86
