"","sentiment","n","percent"
"1","anger",36,8
"2","anticipation",83,18.44
"3","disgust",20,4.44
"4","fear",47,10.44
"5","joy",77,17.11
"6","sadness",47,10.44
"7","surprise",48,10.67
"8","trust",92,20.44
