"","sentiment","n","percent"
"1","anger",563,9.41
"2","anticipation",1144,19.11
"3","disgust",103,1.72
"4","fear",445,7.44
"5","joy",1256,20.99
"6","sadness",534,8.92
"7","surprise",525,8.77
"8","trust",1415,23.64
