"","sentiment","n","percent"
"1","anger",228,6.68
"2","anticipation",698,20.44
"3","disgust",103,3.02
"4","fear",727,21.29
"5","joy",589,17.25
"6","sadness",231,6.76
"7","surprise",255,7.47
"8","trust",584,17.1
