"","sentiment","n","percent"
"1","anger",5,2.94
"2","anticipation",22,12.94
"3","disgust",1,0.59
"4","fear",64,37.65
"5","joy",19,11.18
"6","sadness",2,1.18
"7","surprise",20,11.76
"8","trust",37,21.76
