"","mean_senti","Date"
"1",0,2010-07-01
"2",0,2010-08-01
"3",0,2010-09-01
"4",0,2010-10-01
"5",0,2010-11-01
"6",0,2010-12-01
"7",0,2011-01-01
"8",0,2011-02-01
"9",0,2011-03-01
"10",0,2011-05-01
"11",0,2011-06-01
"12",0,2011-07-01
"13",0,2011-08-01
"14",0,2011-09-01
"15",0,2011-10-01
"16",0,2011-11-01
"17",0,2011-12-01
"18",0,2012-01-01
"19",0,2012-02-01
"20",-0.75,2012-12-01
"21",0.303125,2013-06-01
"22",0.65,2013-07-01
"23",0.75,2015-02-01
"24",-0.75,2015-12-01
"25",-0.15,2016-01-01
"26",-0.25,2016-02-01
"27",-0.308333333333333,2016-03-01
"28",-0.3375,2016-06-01
"29",-0.308333333333333,2016-11-01
"30",0.25,2017-08-01
"31",-0.166666666666667,2017-12-01
"32",0,2018-01-01
"33",-0.125,2018-03-01
"34",-0.125,2018-04-01
"35",-0.00625000000000001,2018-07-01
"36",0.9,2019-04-01
"37",-0.125,2019-06-01
"38",-0.125,2019-07-01
"39",-0.136111111111111,2019-09-01
"40",0.116666666666667,2019-10-01
"41",-0.125,2019-11-01
"42",-0.125,2019-12-01
"43",-0.1875,2020-02-01
"44",0,2020-03-01
"45",-0.125,2020-06-01
"46",-0.75,2020-07-01
"47",0.05,2020-08-01
"48",0.75,2020-09-01
"49",-0.166666666666667,2020-10-01
"50",0.3,2020-11-01
"51",-0.125,2020-12-01
"52",-0.125,2021-01-01
"53",1.75,2021-04-01
"54",0.183333333333333,2021-07-01
