"","sentiment","n","percent"
"1","anger",17556,24.41
"2","anticipation",7308,10.16
"3","disgust",3172,4.41
"4","fear",18835,26.19
"5","joy",7030,9.78
"6","sadness",5801,8.07
"7","surprise",4171,5.8
"8","trust",8037,11.18
