"","sentiment","n","percent"
"1","anger",758,11.69
"2","anticipation",908,14
"3","disgust",586,9.04
"4","fear",914,14.09
"5","joy",1031,15.9
"6","sadness",697,10.75
"7","surprise",433,6.68
"8","trust",1158,17.86
