"","sentiment","n","percent"
"1","anger",138,11.02
"2","anticipation",201,16.05
"3","disgust",88,7.03
"4","fear",167,13.34
"5","joy",164,13.1
"6","sadness",169,13.5
"7","surprise",91,7.27
"8","trust",234,18.69
