"","sentiment","n","percent"
"1","anger",62,9.6
"2","anticipation",128,19.81
"3","disgust",44,6.81
"4","fear",65,10.06
"5","joy",110,17.03
"6","sadness",61,9.44
"7","surprise",56,8.67
"8","trust",120,18.58
