"","sentiment","n","percent"
"1","anger",10,5.49
"2","anticipation",33,18.13
"3","disgust",14,7.69
"4","fear",17,9.34
"5","joy",36,19.78
"6","sadness",15,8.24
"7","surprise",21,11.54
"8","trust",36,19.78
