"","sentiment","n","percent"
"1","anger",287,6.93
"2","anticipation",789,19.06
"3","disgust",231,5.58
"4","fear",381,9.2
"5","joy",781,18.86
"6","sadness",432,10.43
"7","surprise",348,8.41
"8","trust",891,21.52
