"","sentiment","n","percent"
"1","anger",4329,5.61
"2","anticipation",14573,18.89
"3","disgust",3132,4.06
"4","fear",6547,8.48
"5","joy",14655,18.99
"6","sadness",13558,17.57
"7","surprise",6886,8.92
"8","trust",13484,17.47
