"","sentiment","n","percent"
"1","anger",44,7.27
"2","anticipation",117,19.34
"3","disgust",10,1.65
"4","fear",83,13.72
"5","joy",87,14.38
"6","sadness",73,12.07
"7","surprise",58,9.59
"8","trust",133,21.98
