"","sentiment","n","percent"
"1","anger",2651,9.53
"2","anticipation",4374,15.72
"3","disgust",1990,7.15
"4","fear",3108,11.17
"5","joy",4752,17.08
"6","sadness",3369,12.11
"7","surprise",2214,7.96
"8","trust",5364,19.28
