"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB106039023820","Urban and transport","Probable","Other (not in list)","Sewage discharge (continuous)","Probable"
"2","GB106039023820","Agriculture and rural land management","Probable","Agriculture - Livestock","Poor Livestock Management","Probable"
"3","GB106039023820","Agriculture and rural land management","Probable","Agriculture - Arable","Poor nutrient management","Probable"
"4","GB106039023820","Agriculture and rural land management","Suspected","Agriculture - Arable","Poor nutrient management","Suspected"
"5","GB106039023820","Agriculture and rural land management","Suspected","Agriculture - Livestock","Poor Livestock Management","Suspected"
"6","GB106039023820","Urban and transport","Suspected","Not applicable","Sewage discharge (continuous)","Suspected"
"7","GB106039023820","Urban and transport","Suspected","Not applicable","Sewage discharge (continuous)","Suspected"
