"","sentiment","n","percent"
"1","anger",12243,10.45
"2","anticipation",15314,13.07
"3","disgust",16985,14.5
"4","fear",18324,15.64
"5","joy",13705,11.7
"6","sadness",14268,12.18
"7","surprise",8689,7.42
"8","trust",17642,15.06
