"","sentiment","n","percent"
"1","anger",147,3.71
"2","anticipation",442,11.14
"3","disgust",93,2.34
"4","fear",909,22.92
"5","joy",276,6.96
"6","sadness",1458,36.76
"7","surprise",127,3.2
"8","trust",514,12.96
