"","sentiment","n","percent"
"1","anger",91,6.33
"2","anticipation",339,23.57
"3","disgust",56,3.89
"4","fear",135,9.39
"5","joy",230,15.99
"6","sadness",93,6.47
"7","surprise",139,9.67
"8","trust",355,24.69
