"","sentiment","n","percent"
"1","anger",666,5.8
"2","anticipation",2004,17.46
"3","disgust",783,6.82
"4","fear",1856,16.17
"5","joy",1855,16.16
"6","sadness",851,7.41
"7","surprise",1166,10.16
"8","trust",2299,20.03
