"","sentiment","n","percent"
"1","anger",10,9.8
"2","anticipation",23,22.55
"3","disgust",7,6.86
"4","fear",6,5.88
"5","joy",14,13.73
"6","sadness",7,6.86
"7","surprise",10,9.8
"8","trust",25,24.51
