"","sentiment","n","percent"
"1","anger",2,1.56
"2","anticipation",31,24.22
"3","disgust",2,1.56
"4","joy",36,28.12
"5","sadness",11,8.59
"6","surprise",20,15.62
"7","trust",26,20.31
