"","sentiment","n","percent"
"1","anger",1337,6.56
"2","anticipation",3885,19.06
"3","disgust",853,4.18
"4","fear",1528,7.49
"5","joy",4472,21.93
"6","sadness",2149,10.54
"7","surprise",1835,9
"8","trust",4329,21.23
