"","sentiment","n","percent"
"1","anger",121,4.36
"2","anticipation",627,22.59
"3","disgust",165,5.95
"4","fear",261,9.41
"5","joy",589,21.23
"6","sadness",201,7.24
"7","surprise",300,10.81
"8","trust",511,18.41
