"","sentiment","n","percent"
"1","anger",742,4.86
"2","anticipation",3002,19.67
"3","disgust",919,6.02
"4","fear",1494,9.79
"5","joy",3138,20.56
"6","sadness",1059,6.94
"7","surprise",1500,9.83
"8","trust",3405,22.31
